crash_id,crash_fatal_fl,crash_date_x,crash_time_x,case_id,rpt_street_pfx,rpt_street_name,rpt_street_sfx,crash_speed_limit,road_constr_zone_fl,latitude,longitude,street_name,street_name_2,crash_sev_id,sus_serious_injry_cnt,nonincap_injry_cnt,poss_injry_cnt,non_injry_cnt,unkn_injry_cnt,tot_injry_cnt,death_cnt,units_involved,atd_mode_category_metadata,motor_vehicle_fl,point,apd_confirmed_fatality,apd_confirmed_death_count,motor_vehicle_death_count,motor_vehicle_serious_injury_count,bicycle_death_count,bicycle_serious_injury_count,:@computed_region_8spj_utxs,:@computed_region_jcrc_4uuy,pedestrian_death_count,pedestrian_serious_injury_count,:@computed_region_q9nd_rr82,:@computed_region_e9j2_6w3z,motorcycle_death_count,:@computed_region_m2th_e4b7,motorcycle_serious_injury_count,other_death_count,:@computed_region_rxpj_nzrk,other_serious_injury_count,onsys_fl,private_dr_fl,rpt_block_num,street_nbr,contrib_factr_p1_id,contrib_factr_p2_id,pedestrian_fl,bicycle_fl,other_fl,rpt_latitude,rpt_longitude,motorcycle_fl,person_id,prsn_injry_sev_id,prsn_age,prsn_gndr_id,prsn_ethnicity_id,crash_date_y,crash_time_y,mode_desc,mode_id,timestamp,Month,Year,Year-Month,hour,dayofweek
11799259,N,2010-12-09T13:55:00.000,13:55:00,10-3431161,,ED BLUESTEIN NB,BLVD,55,N,30.25894592,-97.6755757,US0183,N/A,1,2,0,0,0,0,2,0,Large passenger vehicle,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2150286, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}]",Y,"{'type': 'Point', 'coordinates': [-97.6755757, 30.25894592]}",N,0,0,2,0,0,3,4,0,0,3,,0,309,0,0,11,0,Y,N,1900,,41,,,,,,,,P588618,Serious Injury,13,Male,Hispanic,2010-12-09T13:55:00.000,13:55:00,Large passenger vehicle,2,12/9/2010 13:55,12,2010,2010-12,13,3
11945842,N,2011-02-05T13:43:00.000,13:43:00,11-0361123,W,KOENIG,LN,35,N,30.32591624,-97.72632953,SS0069,IH0035,1,3,0,0,0,0,3,0,Large passenger vehicle & Large passenger vehicle,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2162015, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2162047, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.72632953, 30.32591624]}",N,0,0,3,0,0,4,6,0,0,9,25,0,217,0,0,65,0,Y,N,800,,,,,,,,,,P593138,Serious Injury,10,Male,Hispanic,2011-02-05T13:43:00.000,13:43:00,Large passenger vehicle,2,2/5/2011 13:43,2,2011,2011-02,13,5
11947092,N,2011-03-08T19:46:00.000,19:46:00,110671889,N,US 183 HWY NB SVRD,,50,N,30.47384,-97.80035,US0183,LAKELINE MALL DR,1,5,0,0,1,0,5,0,Motor vehicle – other & Passenger car & Large passenger vehicle,"[{""mode_id"": 4, ""mode_desc"": ""Motor vehicle \u2013 other"", ""unit_id"": 2162466, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 4, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 4}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2162468, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2162465, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.80035, 30.47384]}",N,0,0,5,0,0,6,39,0,0,6,,0,540,0,0,79,0,Y,N,14000,,,20,,,,,,,P593315,Serious Injury,1,Female,Asian,2011-03-08T19:46:00.000,19:46:00,Motor vehicle – other,4,3/8/2011 19:46,3,2011,2011-03,19,1
11947092,N,2011-03-08T19:46:00.000,19:46:00,110671889,N,US 183 HWY NB SVRD,,50,N,30.47384,-97.80035,US0183,LAKELINE MALL DR,1,5,0,0,1,0,5,0,Motor vehicle – other & Passenger car & Large passenger vehicle,"[{""mode_id"": 4, ""mode_desc"": ""Motor vehicle \u2013 other"", ""unit_id"": 2162466, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 4, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 4}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2162468, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2162465, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.80035, 30.47384]}",N,0,0,5,0,0,6,39,0,0,6,,0,540,0,0,79,0,Y,N,14000,,,20,,,,,,,P593319,Serious Injury,3,Female,Asian,2011-03-08T19:46:00.000,19:46:00,Motor vehicle – other,4,3/8/2011 19:46,3,2011,2011-03,19,1
11947092,N,2011-03-08T19:46:00.000,19:46:00,110671889,N,US 183 HWY NB SVRD,,50,N,30.47384,-97.80035,US0183,LAKELINE MALL DR,1,5,0,0,1,0,5,0,Motor vehicle – other & Passenger car & Large passenger vehicle,"[{""mode_id"": 4, ""mode_desc"": ""Motor vehicle \u2013 other"", ""unit_id"": 2162466, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 4, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 4}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2162468, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2162465, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 1}]",Y,"{'type': 'Point', 'coordinates': [-97.80035, 30.47384]}",N,0,0,5,0,0,6,39,0,0,6,,0,540,0,0,79,0,Y,N,14000,,,20,,,,,,,P593320,Serious Injury,5,Female,Asian,2011-03-08T19:46:00.000,19:46:00,Motor vehicle – other,4,3/8/2011 19:46,3,2011,2011-03,19,1
12057579,N,2011-05-07T19:42:00.000,19:42:00,111271910,E,RIVERSIDE,DR,35,N,30.23765478,-97.72573247,E RIVERSIDE DR,WILLOW CREEK DR,1,3,0,0,3,0,3,0,Passenger car & Passenger car,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2168408, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 3, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2168454, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 3, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}]",Y,"{'type': 'Point', 'coordinates': [-97.72573247, 30.23765478]}",N,0,0,3,0,0,3,8,0,0,3,64,0,309,0,0,55,0,N,N,2300,,,,,,,,,,P595786,Serious Injury,14,Female,Hispanic,2011-05-07T19:42:00.000,19:42:00,Passenger car,1,5/7/2011 19:42,5,2011,2011-05,19,5
12079030,N,2011-05-17T19:45:00.000,19:45:00,111371846,N,LAMAR,BLVD,40,N,30.34437,-97.71525,SL0275,MORROW ST,1,2,0,0,1,1,2,0,Large passenger vehicle & Passenger car & Passenger car,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2169631, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 2, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 2}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2169629, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2169630, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 1, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.71525, 30.34437]}",N,0,0,2,0,0,7,3,0,0,7,89,0,217,0,0,16,0,Y,N,7600,,,,,,,,,,P596318,Serious Injury,12,Male,Hispanic,2011-05-17T19:45:00.000,19:45:00,Large passenger vehicle,2,5/17/2011 19:45,5,2011,2011-05,19,1
12079059,N,2011-05-12T16:14:00.000,16:14:00,111321489,,RESEARCH NB,BLVD,65,N,30.40128773,-97.74577328,US0183,N/A,1,3,0,0,2,0,3,0,Large passenger vehicle & Large passenger vehicle & Large passenger vehicle,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2169672, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2169684, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 3, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}, {""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2169667, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.74577328, 30.40128773]}",N,0,0,3,0,0,10,51,0,0,5,,0,540,0,0,58,0,Y,N,10900,,20,,,,,,,,P596348,Serious Injury,11,Female,White,2011-05-12T16:14:00.000,16:14:00,Large passenger vehicle,2,5/12/2011 16:14,5,2011,2011-05,16,3
12154833,N,2011-04-23T23:02:00.000,23:02:00,11-1132291,S,IH 35 SB,,65,N,30.1667531,-97.78628703,IH0035,N/A,1,1,2,0,2,0,3,0,Large passenger vehicle & Passenger car,"[{""mode_id"": 2, ""mode_desc"": ""Large passenger vehicle"", ""unit_id"": 2174634, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 2, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2174617, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 1, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.78628703, 30.1667531]}",N,0,0,1,0,0,5,25,0,0,1,,0,373,0,0,22,0,Y,N,10300,,41,,,,,,,,P598417,Serious Injury,13,Male,White,2011-04-23T23:02:00.000,23:02:00,Large passenger vehicle,2,4/23/2011 23:02,4,2011,2011-04,23,5
12185107,N,2011-05-09T01:38:00.000,1:38:00,11-1290102,,MASTERSON PASS,,35,N,30.37054904,-97.69103739,MASTERSON PASS,N/A,1,1,1,1,0,0,3,0,Passenger car & Passenger car,"[{""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2176347, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 1, ""nonincap_injry_cnt"": 1, ""poss_injry_cnt"": 1, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 3}, {""mode_id"": 1, ""mode_desc"": ""Passenger car"", ""unit_id"": 2176366, ""death_cnt"": 0, ""sus_serious_injry_cnt"": 0, ""nonincap_injry_cnt"": 0, ""poss_injry_cnt"": 0, ""non_injry_cnt"": 0, ""unkn_injry_cnt"": 0, ""tot_injry_cnt"": 0}]",Y,"{'type': 'Point', 'coordinates': [-97.69103739, 30.37054904]}",N,0,0,1,0,0,4,47,0,0,9,51,0,217,0,0,78,0,N,N,300,561,45,,,,,,,,P599145,Serious Injury,13,Female,Hispanic,2011-05-09T01:38:00.000,1:38:00,Passenger car,1,5/9/2011 1:38,5,2011,2011-05,1,0
